Test,Animal,Treatment,Sex,APOE,Code,Stage,Trial,Apparatus,Object1 : head entries,Object1 : head time,Object1_Day2_3_5: RI,Object1 : latency to first entry,Object1 : time mobile,Object1 : time immobile,Object1 : in zone oriented to centre,Object1 : time freezing,Object2 : head entries,Object2 : head time,Object2_Day2_3_5.RI,Object2 : latency to first entry,Object2 : time mobile,Object2 : time immobile,Object2 : in zone oriented to centre,Object2 : time freezing,Outerzone : head entries,Outerzone : head time,Outerzone : distance,Outerzone : latency to first entry,Outerzone : average speed,Outerzone : time mobile,Outerzone : time immobile,Total_Time_Mobile,Outerzone : time freezing,Centerzone : head entries,Centerzone : head time,Centerzone : distance,Centerzone : latency to first entry,Centerzone : average speed,Centerzone : time mobile,Centerzone : time immobile,Centerzone : time freezing,Object 3 : head entries,Object 3 : head time,Object 3 : latency to first entry,Object 3 : in zone oriented to centre,Object 4 : head entries,Object4.headtime,Object 4 : latency to first entry,Object 4 : in zone oriented to centre,Object1Center : head time oriented towards,Object2Center : head time oriented towards,Total_Distance_Mobile,Total Time Freezing
59,061019_9,APOE4/4F,F,APOE4/4,B,Dilutions,5,2Objects_NOR,3,4.1,0.9318181818,0.6,1.6,2.5,2.5,0,1,0.3,0.0681818182,39.4,0.3,0,0.2,0,13,90.7,1.607,2.6,0.016,35,68.5,35.9,41.7,8,2.9,0.032,0,0.036,0.9,0,0,1,0.3,,0,2,4,22.6,0,10.7,18.4,1.639,41.7
60,061019_10,APOE4/4F,F,APOE4/4,B,Dilutions,5,2Objects_NOR,2,5.9,0.9365079365,94.2,0.4,5.5,0.2,2.8,1,0.4,0.0634920635,77.8,0.4,0,0,0,16,93,3.385,0.4,0.033,63.3,40.5,65.1,17.8,5,5.1,0.261,77.8,0.148,1.8,0,0,1,0.6,,0,1,0.9,,0,19.1,17.3,3.646,17.8
61,061019_1,APOE4/4M,M,APOE4/4,A,Day2_IdenticalObject,1,2Objects_NOR,2,5.8,0.3431952663,31.8,3.5,2.3,2.4,0,5,11.1,0.6568047337,14.6,11.1,0,1.8,0,8,91.6,1.573,2.7,0.017,22.7,68.2,31.5,25.5,8,16.5,0.329,14.3,0.037,8.8,0,1.1,3,1.3,2,0,1,1.2,14.1,0,8.2,7.7,1.902,26.6
62,061019_2,APOE4/4M,M,APOE4/4,A,Day2_IdenticalObject,1,2Objects_NOR,5,8.5,0.6390977444,11.8,8.5,0,2.8,0,5,4.8,0.3609022556,14.7,4.8,0,2.6,0,10,85.5,3.5,1.9,0.042,43.8,39.9,59.2,17.3,8,21.3,1.141,0,0.074,15.4,0,0,4,2.4,17.6,0,5,2.9,0.6,0,25.5,20.7,4.641,17.3
63,061019_1,APOE4/4M,M,APOE4/4,A,Day2_IdenticalObject,2,2Objects_NOR,2,8,1,93.3,5.8,2.2,4.8,0,0,0,0,,0,0,0,0,7,93.4,1.203,1.7,0.012,24.7,76.9,27.4,32.5,6,5.6,0.229,0,0.085,2.7,0,0,0,0,,0,2,0.7,1.1,0,22.1,14.3,1.432,32.5
64,061019_2,APOE4/4M,M,APOE4/4,A,Day2_IdenticalObject,2,2Objects_NOR,1,0.9,1,74.8,0.9,0,0.9,0,0,0,0,,0,0,0,0,18,106.1,1.25,0.8,0.011,21.2,94.2,22.4,55.5,2,0.5,0.076,0,0.063,1.2,0,0,0,0,,0,2,1,69.2,0,37.5,57.8,1.326,55.5
65,061019_1,APOE4/4M,M,APOE4/4,A,Day2_IdenticalObject,3,2Objects_NOR,4,10,0.7575757576,100.4,4,6,3,1.1,2,3.2,0.2424242424,89.2,3.2,0,2,0,13,61.8,2.332,0,0.025,44.4,48,50.6,21.8,4,13.9,0.286,97.8,0.025,6.2,5.3,0,4,10,101.1,0,2,3.2,,0,47.1,42.8,2.618,21.8
66,061019_2,APOE4/4M,M,APOE4/4,A,Day2_IdenticalObject,3,2Objects_NOR,6,10.4,0.3586206897,57.9,9.2,1.2,3.7,0,10,18.6,0.6413793103,0,11,7.7,3.8,0,19,71.3,2.98,1.7,0.041,48.9,23,64.6,5.7,16,22.4,1.06,0,0.048,15.7,6.4,0,6,10.4,82.2,0.1,10,18.6,49.2,0,18.4,18.1,4.04,5.7
67,061019_1,APOE4/4M,M,APOE4/4,A,Day2_ShortTermMemory,4,2Objects_NOR,1,3.8,0.4222222222,76.8,3.8,0,0.6,0,3,5.2,0.5777777778,11.3,5.2,0,2.7,0,13,103.8,2.286,0,0.021,24.8,83.3,28.3,49.6,5,4,0.231,79.5,0.066,3.5,0,0,1,3.8,79.1,0,3,5.2,85.5,0,20.8,21.8,2.517,49.6
68,061019_2,APOE4/4M,M,APOE4/4,A,Day2_ShortTermMemory,4,2Objects_NOR,4,8.3,0.5608108108,65.9,8.3,0,2.2,0,8,6.5,0.4391891892,64.2,6.5,0,2.7,0,14,80.6,1.597,1.2,0.018,22.9,66,44.3,27.9,10,22.3,1.204,0,0.056,21.4,0,0,4,8.3,86.5,0,8,6.5,79.1,0.3,34.9,22.9,2.801,27.9
69,061019_3,APOE4/4M,M,APOE4/4,A,Day2_IdenticalObject,1,2Objects_NOR,3,4.7,0.358778626,2.8,4.7,0,2.2,0,5,8.4,0.641221374,8.7,8.4,0,1.8,0,19,77.4,1.764,1.1,0.018,27.1,69.8,35.8,34.5,13,10.6,0.684,0,0.079,8.7,0,0,2,1,0.6,0,1,0.8,28.2,0,54.6,54.6,2.448,34.5
70,061019_4,APOE4/4M,M,APOE4/4,A,Day2_IdenticalObject,1,2Objects_NOR,3,3.2,0.3106796117,4.5,1.3,1.9,2.1,0,5,7.1,0.6893203883,45.8,4.7,2.4,4.7,0,20,90.6,5.98,0.7,0.062,61.8,34.7,66.2,15.4,6,9.5,0.283,11,0.039,4.4,2.8,0,3,2.5,44.5,0,3,1.1,11,0,24.1,25,6.263,15.4
71,061019_5,APOE4/4M,M,APOE4/4,A,Day2_IdenticalObject,1,2Objects_NOR,3,4.4,0.2716049383,9.1,2.3,2,1.6,0,8,11.8,0.7283950617,32.2,11.8,0,6.8,1.1,15,73.5,3.653,3.6,0.046,57.9,21.2,72.5,6.9,8,15.7,0.768,0,0.053,14.6,0,0,2,0.8,104.8,0,3,1.7,1.6,0,16.2,20.7,4.421,6.9
72,061019_3,APOE4/4M,M,APOE4/4,A,Day2_IdenticalObject,2,2Objects_NOR,8,13.3,0.3093023256,8.5,7.4,5.8,3.8,0,16,29.7,0.6906976744,18,23.7,6,12.6,0,17,37.8,2.011,1,0.056,35.6,0,68.1,0,35,46.7,1.798,0,0.045,32.5,7.9,0,3,1.4,35.9,0,4,2.4,54.5,0,17.8,20.2,3.809,0
73,061019_4,APOE4/4M,M,APOE4/4,A,Day2_IdenticalObject,2,2Objects_NOR,4,7.6,0.387755102,16.9,7.6,0,2.5,0,7,12,0.612244898,0,8.7,3.3,4.7,0,11,86.9,2.605,1.8,0.03,38.3,49.7,48.8,25.6,10,14.5,0.896,0,0.086,10.5,0,0,0,0,91.9,0,2,1,11,0,19.9,20.2,3.501,25.6
74,061019_5,APOE4/4M,M,APOE4/4,A,Day2_IdenticalObject,2,2Objects_NOR,2,7.3,0.5251798561,18.5,7.3,0,0.2,0,6,6.6,0.4748201439,7.9,6.4,0.1,2.1,1.2,14,79.8,2.816,1.4,0.031,47.1,42.8,50.9,16.2,7,8.1,0.189,0,0.05,3.8,0,0,1,0.9,0.6,0,1,0.1,,0,22.6,20.1,3.005,16.2
75,061019_3,APOE4/4M,M,APOE4/4,A,Day2_IdenticalObject,3,2Objects_NOR,4,9.7,0.4429223744,2.3,6.9,2.8,1.3,0,7,12.2,0.5570776256,6.4,9.3,2.9,7.6,0,15,68.2,2.691,3,0.039,33.4,35.4,48.3,7.6,13,21.2,1.145,0,0.077,14.9,0,0,4,9.7,2.4,0.2,7,12.2,29.5,0,15.4,20.9,3.836,7.6
76,061019_4,APOE4/4M,M,APOE4/4,A,Day2_IdenticalObject,3,2Objects_NOR,2,1.5,0.2727272727,69.7,1.5,0,1,0,2,4,0.7272727273,1.3,4,0,1.4,0,16,103.7,2.197,2.1,0.02,39.2,71.3,42.5,29.2,4,3.7,0.256,0,0.077,3.3,0,0,2,1.5,,0,2,4,100.7,0,55.1,53.5,2.453,29.2
77,061019_5,APOE4/4M,M,APOE4/4,A,Day2_IdenticalObject,3,2Objects_NOR,5,9.2,1,8.4,9.2,0,4.8,1.4,0,0,0,,0,0,0,0,17,96.3,2.501,0.9,0.025,25.3,74,29.5,37.1,7,7,0.284,60.2,0.068,4.2,0,0,5,9.2,10.1,2.2,0,0,0,0,53,53,2.785,37.1
78,061019_6,APOE4/4F,F,APOE4/4,B,Day2_IdenticalObject,1,2Objects_NOR,4,6.2,0.5123966942,25.4,6.2,0,4.7,0,4,5.9,0.4876033058,17.3,5.9,0,2,0,14,90,7.336,0.4,0.075,80.9,16.7,89.2,4.2,8,11.7,0.748,16.9,0.091,8.3,0,0,2,2.6,76.5,0,5,3.4,16.7,0,18.4,16.4,8.084,4.2
79,061019_7,APOE4/4F,F,APOE4/4,B,Day2_IdenticalObject,1,2Objects_NOR,6,8.6,0.3805309735,9.7,6.7,1.9,1.9,0,11,14,0.6194690265,28.5,14,0,4,0,23,72.6,4.384,0.6,0.064,58.5,10.2,71.4,0,18,19.3,1.208,28.1,0.08,12.9,2.2,0,3,0.5,,0,1,0.4,34.9,0,15.4,14.4,5.592,0
80,061019_8,APOE4/4F,F,APOE4/4,B,Day2_IdenticalObject,1,2Objects_NOR,4,10.7,0.5323383085,69.3,10.7,0,2.1,0,7,9.4,0.4676616915,0.6,9.4,0,4.1,0,11,87.1,6.693,0,0.074,62,28,76.1,5.9,12,16.5,0.638,27.7,0.045,14.1,0,0,2,1.1,5.4,0,1,0.7,44.7,0,16,16.6,7.331,5.9
81,061019_6,APOE4/4F,F,APOE4/4,B,Day2_IdenticalObject,2,2Objects_NOR,4,5,0.1666666667,51.2,5,0,1.6,0,16,25,0.8333333333,48.5,25,0,3.5,0,13,68.1,4.891,0,0.071,48.8,20.4,79.9,4.4,16,27.1,1.456,50.4,0.047,31.1,0,0,0,0,,0,3,1.3,88.1,0,13,11.4,6.347,4.4
82,061019_7,APOE4/4F,F,APOE4/4,B,Day2_IdenticalObject,2,2Objects_NOR,9,17.7,0.3710691824,16.5,13.6,4.2,5.9,0,15,30,0.6289308176,1,9.4,20.6,14.4,0,15,41.5,2.53,0.6,0.069,31.3,5.2,56,1.1,23,41.2,1.174,13.9,0.024,24.7,24,1.1,4,1.8,28.4,0,4,2.1,67.9,0,18.6,15.4,3.704,2.2
83,061019_8,APOE4/4F,F,APOE4/4,B,Day2_IdenticalObject,2,2Objects_NOR,1,0.7,0.048951049,12.8,0.7,0,0.4,0,7,13.6,0.951048951,0,13.6,0,3.3,0,12,95.1,2.42,1.8,0.025,51.8,46.2,63.8,16.1,7,9,0.387,0,0.032,12,0,0,1,0.4,105.5,0,0,0,,0,13.6,25.4,2.807,16.1
84,061019_6,APOE4/4F,F,APOE4/4,B,Day2_IdenticalObject,3,2Objects_NOR,8,10.8,0.3829787234,31.3,4.8,6,1,2.6,12,17.4,0.6170212766,32.3,17.4,0,3.3,0,14,74.5,3.913,0,0.053,55,19.5,77.1,9.6,18,22,1.294,31.7,0.058,22.1,0,0,8,10.8,95.2,0.1,12,17.4,45,0.1,16.2,15.6,5.207,9.6
85,061019_7,APOE4/4F,F,APOE4/4,B,Day2_IdenticalObject,3,2Objects_NOR,13,14.2,0.5525291829,18.2,11.2,3,5.5,0,5,11.5,0.4474708171,21.8,8,3.5,1.4,0,14,68.7,3.652,0.7,0.055,44.1,22,62.1,3.6,15,18.8,1.071,21.1,0.038,18,10.5,1.4,13,14.2,32.8,0.4,5,11.5,23.1,0.1,7.7,8.9,4.723,5
86,061019_8,APOE4/4F,F,APOE4/4,B,Day2_IdenticalObject,3,2Objects_NOR,2,2.7,0.3033707865,15.5,2.7,0,0.8,0,3,6.2,0.6966292135,80.6,6.2,0,3.4,0,11,101,4.028,1.5,0.038,53,53.2,55.3,26.6,9,6.2,0.249,0,0.108,2.3,0,0,2,2.7,,0,3,6.2,118.3,0,35.3,31.9,4.277,26.6
87,061019_9,APOE4/4F,F,APOE4/4,B,Day2_IdenticalObject,1,2Objects_NOR,8,8.1,0.3838862559,6.9,8.1,0,1.8,0,9,13,0.6161137441,10.1,13,0,4.1,0,24,69.9,9.453,0.5,0.146,64.8,0,96.2,0,26,25.5,2.188,9.7,0.07,31.4,0,0,9,3,15.7,0,7,2.3,12.8,0,8.3,8.1,11.641,0
88,061019_10,APOE4/4F,F,APOE4/4,B,Day2_IdenticalObject,1,2Objects_NOR,3,2.3,0.1729323308,32.4,2.3,0,2.1,0,9,11,0.8270676692,9.8,8.6,2.4,4.3,0,22,87.5,6.258,0,0.067,62.6,30.5,73.9,7.9,10,10.9,0.823,11.3,0.073,11.3,0,0,3,1.1,12.1,0,2,0.5,19,0,22.4,17.8,7.081,7.9
89,061019_9,APOE4/4F,F,APOE4/4,B,Day2_IdenticalObject,2,2Objects_NOR,9,6.9,0.3556701031,0,6.9,0,1.1,0,9,12.5,0.6443298969,5.2,9.2,3.2,1.8,1,32,65.8,3.315,3.1,0.049,49.6,17.6,60.2,6.8,22,16,1.159,0,0.11,10.6,0,0,6,3.4,1.8,0,5,2.5,6.4,0,20.5,18,4.474,6.8
90,061019_10,APOE4/4F,F,APOE4/4,B,Day2_IdenticalObject,2,2Objects_NOR,0,0,,,0,0,0,0,0,0,,,0,0,0,0,26,104.3,2.392,1.2,0.02,30.2,88.4,31.2,59.7,1,0.9,0.112,0,0.115,1,0,0,0,0,,0,1,0.3,0.7,0,64.8,66.9,2.504,59.7
91,061019_9,APOE4/4F,F,APOE4/4,B,Day2_IdenticalObject,3,2Objects_NOR,10,9.9,0.4520547945,9.8,9.9,0,2.9,0,11,12,0.5479452055,27.8,12,0,4.2,0,23,60,2.898,0.5,0.049,51.9,7.5,73.1,0,20,24.2,2.16,49.7,0.102,21.2,0,0,10,9.9,49.3,0,11,12,28.6,0.3,18.3,16.5,5.058,0
92,061019_10,APOE4/4F,F,APOE4/4,B,Day2_IdenticalObject,3,2Objects_NOR,3,6.1,0.8970588235,26.7,3.2,2.9,1.8,0,1,0.7,0.1029411765,57,0.7,0,0.2,0,16,96.2,3.346,0.6,0.032,46.6,58.7,48.2,35.7,3,5.7,0.17,36.5,0.037,1.6,3,0,3,6.1,116.2,0,1,0.7,57.3,0,47.7,45.9,3.516,35.7
93,061019_3,APOE4/4M,M,APOE4/4,A,Day2_ShortTermMemory,4,2Objects_NOR,0,0,,,0,0,0,0,0,0,,,0,0,0,0,1,118.8,0.031,1.9,0,2.6,115.5,3.4,91.6,1,0.6,0.094,0,0.114,0.8,0,0,0,0,,0,0,0,,0,9.1,43.6,0.125,91.6
94,061019_4,APOE4/4M,M,APOE4/4,A,Day2_ShortTermMemory,4,2Objects_NOR,1,0.9,1,18.2,0.9,0,0.9,0,0,0,0,,0,0,0,0,5,113.6,2.257,0,0.019,27.8,90,27.8,57.6,1,0.4,0,,,0,0,0,1,0.9,,0,0,0,,0,20.8,38.3,2.257,57.6
95,061019_5,APOE4/4M,M,APOE4/4,A,Day2_ShortTermMemory,4,2Objects_NOR,1,0.2,1,38.6,0.2,0,0.2,0,0,0,0,,0,0,0,0,8,109.8,2.661,0,0.023,44.5,72.4,44.7,37.6,1,0.6,0.047,38,0.298,0.2,0,0,1,0.2,,0,0,0,,0,24.2,11.1,2.708,37.6
96,061019_6,APOE4/4F,F,APOE4/4,B,Day2_ShortTermMemory,4,2Objects_NOR,2,1.1,0.3548387097,22.1,1.1,0,0.7,0,1,2,0.6451612903,111.7,2,0,1.5,0,5,112.1,4.286,0,0.037,59.5,56.1,60,35,1,1.5,0.128,115.5,0.243,0.5,0,0,2,1.1,,0,1,2,,0,9.7,9,4.414,35
97,061019_7,APOE4/4F,F,APOE4/4,B,Day2_ShortTermMemory,4,2Objects_NOR,12,31.6,0.7133182844,0.4,5.6,26,16.4,15.4,8,12.7,0.2866817156,16.5,7,5.7,3.1,1.7,9,27.5,1.001,1.6,0.04,16.3,8.7,38,4.7,10,36.5,1.246,13.8,0.036,21.7,12.6,1,12,31.6,22.8,0.7,8,12.7,18.1,0,15.1,21.4,2.247,5.7
98,061019_8,APOE4/4F,F,APOE4/4,B,Day2_ShortTermMemory,4,2Objects_NOR,3,2.1,0.5833333333,33.8,2.1,0,1.6,0,1,1.5,0.4166666667,13,0,1.5,0,0,4,110.8,1.549,1.4,0.014,24.7,89.6,25.8,63.5,3,2.8,0.156,0,0.143,1.1,0,0,3,2.1,,0,1,1.5,,0,25.8,42.7,1.705,63.5
99,061019_10,APOE4/4F,F,APOE4/4,B,Day2_ShortTermMemory,4,2Objects_NOR,3,3.4,0.7391304348,13.4,3.4,0,2.3,0,2,1.2,0.2608695652,26,1.2,0,0.5,0,14,84.6,2.481,0,0.023,44.5,64.9,48.5,37,4,5,0.342,25.2,0.086,4,0,0,3,3.4,34,0,2,1.2,,0,43.2,48.6,2.823,37
100,061019_9,APOE4/4F,F,APOE4/4,B,Day2_ShortTermMemory,4,2Objects_NOR,2,2.3,0.46,28.3,2.3,0,1.9,0,1,2.7,0.54,14.2,2.7,0,1.6,0,13,102.5,1.61,1.7,0.015,27.6,78.3,30,49.4,6,4.1,0.389,0,0.165,2.4,0,0,2,2.3,,0,1,2.7,,0,61.7,56.5,1.999,49.4
101,061019_1,APOE4/4M,M,APOE4/4,A,Day3_Novel Object2,1,2Objects_NOR,4,4.9,0.2300469484,38.9,4.9,0,2.8,0,7,16.4,0.7699530516,20.6,8.8,7.6,6.1,1.6,14,77.9,3.93,0.9,0.05,52.7,26.2,72.8,6.5,18,24.4,1.727,19.5,0.062,20.1,7.8,1.6,3,0.8,29.4,0,5,2.2,19.5,0,7.6,5,5.657,8.1
102,061019_2,APOE4/4M,M,APOE4/4,A,Day3_Novel Object2,1,2Objects_NOR,7,17,0.5573770492,49.1,14.7,2.3,4,0,9,13.5,0.4426229508,2.1,13.5,0,2.7,0,19,64,3.498,2.8,0.058,48.9,11.2,74.2,0,22,34.1,1.933,0,0.076,25.3,0,0,2,1.5,43.5,0,3,0.9,0,0,13.8,12.1,5.431,0
103,061019_3,APOE4/4M,M,APOE4/4,A,Day3_Novel Object2,1,2Objects_NOR,4,6.2,0.3483146067,23.8,6.2,0,2.3,0,10,11.6,0.6516853933,11,9.6,2,0.6,0,16,84,5.226,0,0.073,53.3,18.1,69.4,3.3,10,15.7,1.386,10.3,0.086,16.1,0,0,2,0.6,47.6,0,2,0.8,60.6,0,6.7,10.5,6.612,3.3
104,061019_4,APOE4/4M,M,APOE4/4,A,Day3_Novel Object2,1,2Objects_NOR,6,6.6,0.4459459459,33.5,5.7,0.9,2.6,0,3,8.2,0.5540540541,20.7,5.4,2.8,2.7,0,16,83.9,3.436,1.3,0.04,45.7,39.8,58.1,7.3,10,19.4,1.096,0.7,0.069,12.4,3.4,0,2,0.5,0.7,0,1,0.6,32.3,0,21.2,16.4,4.532,7.3
105,061019_5,APOE4/4M,M,APOE4/4,A,Day3_Novel Object2,1,2Objects_NOR,4,11.1,0.3881118881,16.6,9.6,1.5,5.1,0,12,17.5,0.6118881119,39.3,15,2.5,1.4,0,22,60.7,4.458,1,0.074,49,11.6,78.3,1.3,13,20.5,1.678,0,0.048,29.3,5.9,0,4,2.1,0.9,0,6,2.1,1.3,0,11.8,10.1,6.136,1.3
106,061019_6,APOE4/4F,F,APOE4/4,B,Day3_Novel Object2,1,2Objects_NOR,6,6.4,0.3878787879,25.9,6.4,0,2.2,0,10,10.1,0.6121212121,12.5,10.1,0,1.1,0,29,77.5,6.032,0,0.08,69.5,5.9,84.1,2.3,17,20.6,1.796,20.1,0.123,14.6,0,0,3,1,28.1,0,7,3.2,25.5,0,8.1,13.8,7.828,2.3
107,061019_7,APOE4/4F,F,APOE4/4,B,Day3_Novel Object2,1,2Objects_NOR,9,11,0.5092592593,10.6,11,0,2.6,0,10,10.6,0.4907407407,12.7,10.6,0,3.5,0,20,75.1,4.46,0,0.068,55.9,10,76.3,1.3,17,17.9,2.02,8.9,0.099,20.4,0,0,5,1.6,8.9,0,0,0,54.6,0,7.8,7,6.48,1.3
108,061019_8,APOE4/4F,F,APOE4/4,B,Day3_Novel Object2,1,2Objects_NOR,4,4.9,0.3525179856,10.3,4.9,0,1.5,0,5,9,0.6474820144,26.2,9,0,5.6,0,15,91.6,6.746,1,0.07,73.2,23.2,81,10.2,7,8.6,0.703,0,0.09,7.8,0,0,2,0.3,30.6,0,2,0.2,33.7,0,8.6,13.4,7.449,10.2
109,061019_9,APOE4/4F,F,APOE4/4,B,Day3_Novel Object2,1,2Objects_NOR,11,13.8,0.4011627907,22.6,13.8,0,1.7,0,12,20.6,0.5988372093,5.7,20.6,0,3.9,0,33,59.3,7.053,0.6,0.118,57.3,2.7,73.5,0,25,25.1,0.745,8.6,0.046,16.2,0,0,3,1.2,57,0,4,1.1,54.1,0,17.6,12.6,7.798,0
110,061019_10,APOE4/4F,F,APOE4/4,B,Day3_Novel Object2,1,2Objects_NOR,10,16.1,0.516025641,8.6,13.8,2.3,5.5,0,8,15.1,0.483974359,18.3,12.5,2.6,5.3,0,19,65.9,4.472,0,0.068,57.4,8.7,76,2.1,22,25.2,1.708,50.6,0.082,18.6,2.3,0,4,1.7,50.4,0,4,1.7,52.9,0,9.8,9.5,6.18,2.1
111,061019_1,APOE4/4M,M,APOE4/4,A,Day5_NovelObject3,1,2Objects_NOR,7,6.9,0.372972973,23.6,6.9,0,0.8,0,8,11.6,0.627027027,19.3,11.6,0,3.6,0,19,80.9,5.399,0.4,0.069,63.3,14.5,84.2,1.5,17,22.4,2.495,23.2,0.119,20.9,0,0,5,1.5,23.2,0,5,2.9,34.2,0,5,7.2,7.894,1.5
112,061019_2,APOE4/4M,M,APOE4/4,A,Day5_NovelObject3,1,2Objects_NOR,11,14.7,0.508650519,27,14.7,0,4.4,0,11,14.2,0.491349481,1.4,14.2,0,4,0,25,63.8,4.919,0,0.078,53.3,9.9,75.2,2.7,25,28.9,1.782,26.6,0.081,21.9,0,0,4,1.3,96.7,0,4,0.8,26.6,0,20,18,6.701,2.7
113,061019_3,APOE4/4M,M,APOE4/4,A,Day5_NovelObject3,1,2Objects_NOR,9,12.5,0.5296610169,5.9,12.5,0,3.5,0,10,11.1,0.4703389831,10.6,11.1,0,3.7,0,25,72.1,4.746,1.4,0.068,62.2,8.1,77.1,0,19,17.2,1.265,0,0.085,14.9,0,0,2,0.7,8.4,0,3,1.1,1,0,12.7,11.8,6.011,0
114,061019_4,APOE4/4M,M,APOE4/4,A,Day5_NovelObject3,1,2Objects_NOR,2,5.1,0.4112903226,75.7,5.1,0,3.8,0,7,7.3,0.5887096774,31.7,7.3,0,1.6,0,13,93.1,4.291,0,0.045,54.9,40.4,61.7,20.9,6,9.5,0.345,32.5,0.051,6.8,0,0,2,1.3,34.6,0,2,0.8,20.7,0,9.4,12.7,4.636,20.9
115,061019_5,APOE4/4M,M,APOE4/4,A,Day5_NovelObject3,1,2Objects_NOR,5,5.3,0.277486911,42.8,5.3,0,1.7,0,6,13.8,0.722513089,3.7,6.7,7.1,1.9,1.5,17,80.3,4.837,0,0.059,59.9,22.2,70.1,4.4,9,21.3,0.489,33.6,0.026,10.2,8.6,1.5,1,0.6,88.8,0,1,0.2,,0,11.6,11.4,5.326,5.9
116,061019_6,APOE4/4F,F,APOE4/4,B,Day5_NovelObject3,1,2Objects_NOR,10,8.1,0.4263157895,20.9,8.1,0,2.3,0,7,10.9,0.5736842105,42.9,5.7,5.2,4.3,0,19,74.4,5.042,1.4,0.071,63.7,7.6,79.1,3.2,18,21.6,1.194,0,0.066,15.4,2.6,1.5,5,4.1,36.3,0,2,0.7,22.6,0,9.6,13.3,6.236,4.7
117,061019_7,APOE4/4F,F,APOE4/4,B,Day5_NovelObject3,1,2Objects_NOR,13,22.1,0.5552763819,6.7,12.8,9.3,6.2,1.4,10,17.7,0.4447236181,37.8,16.1,1.6,3.4,0,13,60.8,3.332,0,0.062,49.3,4.7,69.5,1.2,18,27.8,1.619,6,0.08,20.2,0,0,1,0.4,105.2,0,3,1.2,5.7,0,18.1,14.3,4.951,1.2
118,061019_8,APOE4/4F,F,APOE4/4,B,Day5_NovelObject3,1,2Objects_NOR,7,6.2,0.5344827586,14.2,6.2,0,3.9,0,6,5.4,0.4655172414,17.1,4.2,1.2,3,0,18,88.2,6.918,1.2,0.074,73.3,19.7,80.7,2.3,11,9.4,0.739,0,0.1,7.4,0,0,4,1.5,16.7,0,2,1.3,75.1,0,11.4,9.3,7.657,2.3
119,061019_9,APOE4/4F,F,APOE4/4,B,Day5_NovelObject3,1,2Objects_NOR,8,8,0.5555555556,5.8,7.6,0.4,4.5,0,3,6.4,0.4444444444,17.1,4.4,2,3.1,0,23,85.3,9.881,0,0.107,72.5,20.2,80.2,5,12,12.9,0.906,16.7,0.118,7.7,0,0,5,2.6,38.9,0,1,0.4,37.2,0,16.2,19,10.787,5
120,061019_10,APOE4/4F,F,APOE4/4,B,Day5_NovelObject3,1,2Objects_NOR,6,7.9,0.3574660633,6.9,7.9,0,3.8,0,5,14.2,0.6425339367,28.6,8.6,5.7,7.2,2.4,13,74,6.907,1.5,0.092,66.4,8.5,87.7,1.1,15,22.4,1.612,0,0.076,21.3,0,0,8,5.3,64.3,0,0,0,93.2,0,15,18.1,8.519,1.1
